Title,Summary,Cosine Similarity
"Satu Acara Bareng Thariq dan Aaliyah Massaid, Fuji Ramai Ditemani Fans","Thariq Halilintar, Aaliyah Massaid, dan Fuji dipertemukan dalam satu acara olahraga Badminton. Dalam acara Badminton Clash itu, Fuji beda tim dengan Thariq Halilintar dan Aaliyah Massaid. Fuji dan Fadly Faisal lebih dulu masuk ke dalam arena. Ini kan susah ya (buket bunga)"" ungkap Fuji memuji para penggemarnya saat ditemui di kawasan Jakarta, kemarin. Fuji juga mengira akan kalah pada pertandingan kali ini karena lawannya sangat tinggi. Dia pun berseloroh dengan istilah magrib yang sedang ramai disematkan kepadanya. "" Sulit, soalnya cock-nya tinggi banget, soalnya kadang aku kalau tinggi banget silau, jadi aku nggak bisa lihat apa-apa,"" akunya. "" Nggak pakai kekuatan, doa saja, lawannya juga keren banget. Aku sudah lepek banget pasti nanti headline-nya magrib lagi.",0.5840506
Gebrakan Baru Robby Shine dan Istri di Dunia Kecantikan,"Artis Robby Shine kini membuat gebrakan baru di dunia kecantikan bareng istrinya. Bintang film Bangkit Dari Lumpur itu mengungkapkan alasan memakai bahan tersebut. Jadi dengan kandungan ekstrak bunga matahari itu kita masukkan di varian Cushion Sunflower Smart Fit Glowing dari brand kami, Shine Russia Plus Skincare. Ia juga memakai tenaga ahli skincare dari tempat asalnya, Rusia. "" Kita tes di kulit orang Asia, Indonesia, maupun Rusia sampai betul-betul maksimal kita coba dan kita baguskan kualitasnya dan akhirnya sekarang sampai dijual di Indonesia,"" katanya. Ia juga menyebut tak ada pantangan buat siapa pun yang mau memakai. "" Ini dapat digunakan siapa saja dan tidak ada batasan usia, dari usia 7 tahun hingga orang tua juga dapat menggunakannya. Jadi setiap orang keluar dari rumah wajahnya ready cantiknya. Tak hanya itu, untuk laki-laki juga bisa menggunakannya,"" pungkasnya.",0.5440942
Ayu Ting Ting Tak Menutup Diri Usai Gagal Nikah Lagi,"Pedangdut Ayu Ting Ting menegaskan tidak akan menutup diri seusai hubungan asmaranya kandas di tengah jalan lagi. Pelantun Alamat Palsu itu menegaskan pasti ada yang terbaik bagi dirinya dan kehidupannya. "" Tidak dong (tidak menutup diri) kenapa harus menutup diri? Ini sudah jalannya Allah SWT, saya percaya yang namanya qadarullah karena saya sebagai seorang muslim ya,"" jelas Ayu Ting Ting saat ditemui di kawasan Jakarta Selatan, Senin 1 Juli 2024 malam. Alhamdulillah ya semuanya sangat menghibur dan saya sangat bersyukur punya orang-orang yang menyayangi saya. Sebelumnya Ayu Ting Ting pernah gagal menikah dengan Aditya Jayusman. Kebersamaan keduanya pernah terdengar beberapa waktu lalu.",0.8876084
"Ammar Zoni Soal Narkoba: Ini Karena Kebodohan Saya, Bukan Ajaran Bapak","Artis Ammar Zoni kemarin kembali menjalani persidangan kasus narkoba. Di situ, ia mengungkapkan penyesalan harus terjerumus lagi ke barang terlarang tersebut. Bintang film Madu Murni itu mengaku perbuatannya sangat bodoh kembali pakai narkoba. Ia menyebut apa yang dilakukan bukan karena ajaran orang tua. "" Saya cuma pengin Allah rida, Allah rida untuk saya bisa dekat dan saya begini bukan karena bapak saya, bukan ajaran bapak saya. Ammar Zoni yang berada di Rutan Salemba tak hentinya menangis ketika ditanya majelis hakim. Ia menyadari imbas dari kasus narkoba begitu berat dirasa. "" Saya berusaha dan berdoa nggak lagi, Pak,"" pungkasnya.",0.91149807
"Lady Nayoan Bersyukur Rendy Kjaernett Berubah, Lewati Rintangan Rumah Tangga","Tahun lalu, rumah tangga pasangan selebritas Rendy Kjaernett dan Lady Nayoan sempat diterpa badai hingga keduanya nyaris berpisah. Namun kini, rumah tangga dari pasangan yang menikah pada 2014 itu sudah kembali harmonis lagi. Lady Nayoan mengatakan merasakan perubahan besar dari suaminya sejak setahun terakhir. ""Dia udah jauh berbeda, kurang dari setahun tapi banyak perubahan yang terasa,"" kata Lady Nayoan saat ditemui di Studio Trans TV, Tendean Jakarta Selatan, Rabu 3 Juli 2024. Pada 1 Juli lalu, Rendy Kjaernett baru saja berulang tahun yang ke-36 tahun dan mendapatkan kejutan dari sang istri. Oleh karena itu, pada saat mendapatkan kejutan di hari ulang tahunnya kemarin ia sangat bersyukur. "" Bersyukur, di ulang tahun kali ini nggak ada ketakutan atau kekhawatiran berarti, lebih percaya sama Rendy mulai dari gestur, sikap, pola pikir, apa yang dia punya itu berbeda, bisa ngerasa lebih santai,"" ucap Lady Nayoan Apa yang terjadi di masa lalu dijadikan Rendy Kjaernett sebagai pembelajaran untuk kedepannya. """,0.18544093
"Pulang dari Korea, Ini Reaksi Sarwendah soal Gugatan Cerai Ruben Onsu","Sidang perdana cerai Ruben Onsu dan Sarwendah akan digelar pada 9 Juli 2024. Sarwendah mengatakan saat ini dirinya sudah bisa beraktivitas seperti biasa. "" Iya, kemarin habis operasi, sudah bisa aktivitas. Prosesnya dari setengah 1 sampai setengah 9. Biaya lumayan pasti, tapi ini bukan endorse ya. Tapi senang hasil jerih payah sendiri ya. Kadang kita harus menyenangkan diri sendiri juga,"" ungkapnya. Kata dokter 3 sampai 6 bulan,"" ungkapnya. Lagi-lagi Sarwendah tak menjawab saat disinggung operasi wajah yang dilakukan apakah sepengetahuan dan seiizin Ruben Onsu atau tidak. Saksikan Live DetikSore:   Simak Video: Kuasa Hukum Bantah Ruben Onsu Cabut Gugatan Perceraian",0.84314954
Fix! Harvey Moeis dan Sandra Dewi Disebut Kejagung Tak Punya Jet Pribadi,"Soal keberadaan jet pribadi yang disebut punya Harvey Moeis, suami Sandra Dewi sempat dipertanyakan. Dari hasil penelusuran aset yang dilakukan jajaran Jampidsus, sebenarnya bahwa ternyata jet pribadi itu bukan atas nama yang bersangkutan,"" kata Kepala Pusat Penerangan Hukum Kejagung Harli Siregar kepada wartawan di kantornya, Selasa 2 Juli 2024. Harli menjelaskan pesawat jet itu milik perusahaan Regal Meters Limited Ltd, yang operasinya bekerja sama dengan PT Express Transportasi Antarbenua. "" Hari ini Senin 25 Maret 2019 tepat jam 09.00 WIB Jet pribadinya @raphaelmoeis mendarat di Halim Perdana Kusuma. Dan langsung upacara pemberkatan pesawat bersama Romo Agustinus Handoko MSC. Selamat Harvey dan @sandradewi88 Semoga memperlancar usaha dan Bisnisnya. privatejet,"" tulis kerabat Sandra dan Harvey, Benyamin Ratu dilihat dari Instagram miliknya. Dalam unggahan itu, Sandra Dewi juga memberikan balasan komentar, ""Wuih makasih waktunya pak @be***** & ibu @ni***** sudah mau ikut berkati."" Setelah Harvey Moeis ditetapkan sebagai tersangka kasus korupsi dan tindak pidana pencucian uang (TPPU), kuasa hukumnya, Harris Arthur Hedar mengatakan klien memang tak punya jet pribadi. Pesawat tersebut adalah sewa, bukan milik Pak Harvey. Kuasa hukum mengatakan penyidik Kejagung RI tengah mencermati dan memeriksa semua aset-aset milik Harvey Moeis.",0.18669578
Cara Unik Nagita Slavina Bangun Kedekatan dengan Kucing-kucingnya,"Aktris Nagita Slavina diketahui memelihara banyak kucing di rumahnya. Memiliki banyak kucing, tentunya tak mudah untuk mendekatkan diri pada setiap kucing yang dipeliharanya. Setelah mencari tahu, istri Raffi Ahmad itu menemukan satu momen untuk mendekatkan diri pada anabul (anak bulu), yaitu saat memberi makan. "" Setiap kucing memiliki makanan favoritnya masing-masing. Misalnya si Marshmellow suka sekali creamy treats varian Ikan Cakalang, kalau makan lahap banget ya,"" tutur Nagita Slavina. Setelah dijadikan brand ambassador oleh Me-O Cat Food, ia merasa terbantu karena dapat dengan mudah menemukan makanan yang cocok bagi kucingnya. "" Untuk yang jenis creamy treats itu aromanya enak banget dan teksturnya padat, mungkin karena terbuat dari daging ikan asli kali ya,"" pungkasnya.",0.65132344
Penjelasan Ibu Gen Halilintar Ngotot dan Pamer Gelar Haji Thariq,"Thariq Halilintar dan Aaliyah Massaid sudah selesai menggelar acara lamaran di akhir pekan lalu. Acara tersebut membuat semua mata tertuju padanya. Salah satu momen yang bikin mencolok perhatian adalah ketika ibu Gen Halilintar, Lenggogeni Faruk bilang Thariq Halilintar sudah haji sejak usianya dua bulan. Ia ingin berbagi kebahagiaan dengan semua orang yang datang dalam acara lamaran tersebut. "" Karena di sana sudah kita anggap keluarga dan merasa seperti akrab gitu makanya itu sebenarnya hanya candaan saja. Yang penting bagi Thariq itu adalah suatu proses ke jenjang yang lebih jauh. Itu hari bahagianya Thariq yang penting,"" ungkap Lenggogeni Faruk Halilintar, Senin 1 Juli 2024. Tapi sekali lagi ia mengatakan semua itu hanya candaan semata itu ada maksud apa-apa. Ngomong-ngomong soal haji, Thariq ini sebenarnya sudah haji loh. Tapi itu kan belum bisa disebut haji, Mi,"" sahut Atta Halilintar. """,0.27939314
Sexy Goath Heran Juliette Angela Bohong Pergi dengan Anji Padahal Kerja,"Pengadilan Negeri Jakarta Selatan menggelar sidang cerai perdana antara rapper Sexy Goath dan penyanyi Juliette Angela. Rapper pemilik nama lengkap Reinaldo Martin Diyo itu merasa heran mengapa ia sampai digugat cerai. Selama ini dia merasa menjadi orang yang dibohongi oleh Juliette Angela. "" Ya dalam rumah tangga wajar kalau kadang suka ada gesekan. Kan itu hal yang tidak perlu menurut saya. Rasa heran berubah menjadi kekecewaan ketika istrinya melayangkan gugatan cerai. "" Saya cuma kecewa aja sih kenapa harus berujung seperti ini,"" ucap Martin Sexy Goath. Gugatannya terlihat sudah dipersiapkan secara matang sama pihak istri saya, padahal saya selalu dalam kristen apapun masalahnya harus selalu taat untuk tidak berpisah, ini terlihat sudah dipersiapkan secara matang,"" pungkasnya.",0.823056
Kolaborasi Epik Etenia Croft dan Aviwkila Dalam Semua Rasa,"Kolaborasi lintas generasi dilakukan penyanyi Etenia Croft bersama band Aviwkila. Ketiganya menyanyikan lagu Semua Rasa yang penuh pesan pantang menyerah dengan iringan gitar akustik. Diakui band Aviwkila, kolaborasi ini tercipta sebab adanya persamaan visi. Pada kolaborasinya bersama Etenia, Aviwkila juga membawakan single pertama penyanyi cilik berusia 11 tahun itu, Sahabat. Kolaborasi berwujud konten Instagram itu pun ramai disanjung netizen. Rindu banget lagu anak-anak kaya gini, terima kasih ya Etenia dan Aviwkila,"" timpal netizen lain. "" Ayo balikkan lagi jaman lagu anak-anak membuming,"" tutur netizen lagi menyetujui.",0.89949715
"Sudah Lamaran, Kapan Azriel Hermansyah dan Sarah Menzel Menikah?","Kris Dayanti melihat langsung saat Azriel Hermansyah melamar Sarah Menzel. Buat aku juga surprise,"" aku Kris Dayanti ditemui di kawasan Senayan, Jakarta Pusat, Minggu 30 Juni 2024. Melihat keseriusan Azriel dengan Sarah, penyanyi yang juga dikenal dengan nama panggung KD itu mengatakan pernikahan putranya masih lama. KD mengatakan ada banyak hal yang harus dipersiapkan untuk sampai ke jenjang pernikahan. Ibunda mau Sarah menyelesaikan kuliahnya lebih dulu. "" Bahkan mereka mempunyai target kuliah di luar negeri.",0.952231
"Nagita Slavina Cerita Rutinitas Rayyanza, Bisa karena Terbiasa","Rayyanza, putra kedua Raffi Ahmad dan Nagita Slavina sudah mencuri perhatian karena tingkah menggemaskannya. Meski sebenarnya ada beberapa perbedaan, misalnya tawaran syuting. ""( Rayyanza yang setiap harinya juga diasuh oleh Sus Rini itu, sudah terbiasa dengan kegiatan sehari-harinya. "" Nagita Slavina menegaskan rutinitas Rayyanza sudah tentu berbeda dengan orang dewasa. Kegiatan dia itu sebenarnya kayak main juga. Jadi walaupun dibilang kegiatannya banyak, bedalah sama kegiatan kita bapak-bapak, ibu-ibu. Pasti juga di sekolah dan kegiatan lain dibantu dengan permainan-permainan,"" jelas Nagita Slavina. Rayyanza Malik Ahmad lahir pada 26 November 2021. Terkadang pengasuhnya, Sus Rini, dan pengasuh Rafathar, Mbak Lala, suka membagikan momen ketika Rayyanza tengah asyik berkegiatan sambil bermain.",0.6107658
Ghea Youbi Harap Dapat Jodoh Pengusaha Usai Ditinggal Gian Zola Nikah,"Penyanyi Ghea Youbi masih jomlo saat ini. Sempat membina asmara dengan atlet, ia ke depannya berharap punya pasangan seorang pengusaha. "" Namun, pelantun Gak Ada Waktu Beib itu tak akan ngoyo mencari pendamping pebisnis. Ghea Youbi di sisi lain kembali ditanya soal mantan pacar, Gian Zola, sudah menikah belum lama ini. Tapi kita putus atas keputusan bersama, karena dia mau nikah muda. Aku yang mengizinkan dia lho, aku baik,"" katanya. Ia juga masih punya banyak cicilan rumah.",0.9388663
Tamara Tyasmara Emosional Wakili Almarhum Anak di Acara Kelulusan Sekolah,"Aktris Tamara Tyasmara tak bisa menahan tangis saat menghadiri acara kelulusan almarhum putranya, Raden Andante Khalif Pramudito atau Dante di Janitra Bina Manusa School, Tangerang Selatan. Tamara tampak menangis saat maju mewakil almarhum putranya menerima tanda kelulusan. ""Awalnya masih maju mundur untuk datang karena nggak kuat banget dan kayak masih nggak terima, mikir gitu dalam hati harusnya Dante bisa graduation dari TK tahun ini dan mau masuk SD,"" cerita Tamara Tyasmara kepada detikcom, Senin 1 Juli 2024. Meski merasa tak kuat, Tamara Tyasmara memutuskan untuk tetap datang ke acara kelulusan di sekolah Dante. Dante graduation di surga, aku yang wakilin di sini,"" ucapnya. Ada dua orang sahabat Dante yang memeluk dirinya. Sekolah juga memutarkan video kompilasi momen-momen pertumbuhan Dante. Tamara Tyasmara mengaku berharap sidang kasus dugaan pembunuhan putranya itu segera disidangkan. "" Dalam unggahannya, Tamara Tyasmara mengungkapkan betapa hancur hatinya datang mewakili kelulusan almarhum Dante. Dia tak pernah menyangka akan melewati momen ini. "" Ngga pernah nyangka akan datang ke Graduation Dante tanpa Dante, Hancur sekali rasanya..,"" tulis Tamara Tyasmara. "" Happy Graduation Day di surga kaka Dante , mama wakilin Graduation nya disini ya kak.",0.23678106
Go Public! Happy Asmara-Gilga Sahid Posting Foto Nikah dan Saling Ucap Selamat,"Setelah memilih diam-diam untuk tidak mempublikasikan pernikahan, Happy Asmara dan Gilga Sahid kompak unggah foto pernikahan. Mereka menggelar pernikahan pada 22 Juni 2024. Kemarin adalah tepat satu minggu pernikahan pasangan penyanyi itu digelar. Kemudian, Happy Asmara mengucapkan selamat menikah kepada Gilga Sahid dan juga dirinya sendiri. Pelantun Kopi Maszeh itu men-tag akun Instagram lain yang juga miliknya. "" Happy weding juga buat mas @gilgasahidh dan kak @picha_yuyu atogw, samawa yaaa,"" tulis Happy Asmara. Gilga Sahid menuliskan ucapan selamat hari pernikahan disertai doa. JANGAN PANGGIL SAYA ANAK KECIL PAMAN,"" tulis Gilga Sahid. "" Kabar pernikahan Gilga Sahid dan Happy Asmara itu santer terdengar digelar tertutup pada Sabtu 22 Juni 2024 di Gedung Trending 1, Jalan Totok Kerot, Sumberjo, Kandat, Kediri, Jawa Timur. Namun, acara pernikahan itu hanya berlangsung satu jam dan tertutup. "" Kemarin itu ada kegiatan mungkin memang benar ada nikahan Mbak Happy, tapi cuman sebentar tidak lama.",0.13596505
Penjelasan Kartika Putri dan Habib Usman Soal Haji Modal Nekat,"Pasangan Habib Usman dan Kartika Putri tahun ini telah menjalankan haji. Habib Usman memberikan penjelasan terkait hal tersebut. Jadi waktu itu Jumat dini hari harusnya saya terbang ke London, Kamis malamnya masih meeting tuh. Seketika itu ia pun menerima atas persetujuan Kartika Putri. "" Istri saya sudah paksain ya sudah berangkat. Alhamdulillah-nya yakin kita, berangkat,"" tuturnya. Kartika Putri menyebut bisa berangkat haji tahun ini merupakan anugerah yang tak terkira. Ia mengatakan bisa menjalani ibadah itu dengan Habib Usman karena sisa kuota furoda. "" Ia lega semua bisa dilalui secara lancar. "" Makanya aku bilang masih ada kuota sisa furoda, Allah izinin kita dapat, dan saat itu kita nggak punya travel, belum punya hotel, belum punya tiket pesawat, tapi menurut aku dengan adanya visa ini dan visa haji furoda, ini panggilan,"" ujarnya. Kartika Putri menyebut modal nekat karena semuanya serba dadakan.",0.51395994
Ayu Ting Ting Ungkap Respons Bilqis Usai Putus dari Muhammad Fardhana,"Penyanyi Ayu Ting Ting memutuskan mengakhiri hubungannya dengan Lettu Muhammad Fardhana. Lantas bagaimana Ayu memberikan pengertian kepada putrinya, Bilqis? Rupanya Ayu tak mau menyinggung soal itu ke anaknya. Karena Bilqis juga memang nggak pernah mau tahu urusan orang dewasa gitu, jadi dia nggak pernah gimana-gimana, cuma dia pas saya kemarin ulang tahun dia cuma meluk saya kan saya berdua tuh kan ibu sama ayah belum pulang. Sudah meluk saya semalam ganti itu saja sih,"" ujarnya. Ya maksudnya kalau memang ini yang terbaik, kita sebagai orang tua cuma bisa doain, cuma bisa men-support apa yang menurut,"" ungkapnya.",0.8905013
"Lady Nayoan Sebut Rendy Kjaernett Jauh Lebih Baik, Suka Ditegur Kalau Salah","Artis Lady Nayoan sudah kurang lebih setahun rujuk dengan Rendy Kjaernett. Selama itu, ia melihat suaminya telah upgrade sebagai sosok yang jauh lebih baik. Bintang sinetron Khanza itu mengaku suka dapat masukan dari Rendy Kjaernett dalam berbagai hal. Perubahan terbesar sih ya gimana Rendy bersikap, ambil sikap, menyelesaikan masalah sama keseluruhan ya, jadi benar-benar ketemu sama orang yang sudah di-upgrade kayak value value hidupnya, dia bahkan suka marahin, negur aku. Lady Nayoan bersyukur akan kehidupannya saat ini. Sebab suaminya sudah banyak komunikasi dan terbuka terkait berbagai hal. "" Jadi apa yang sudah jadi keputusan dia, pasti dia sudah ada pertimbangan sendiri,"" katanya. Diskusikan bersama iya, aku ambil nggak ya, aku ini nggak ya. Didiskusiin saja sih, nggak ada batasan-batasan tertentu. Rendy memutuskan untuk sudahan di FTV, pengin naik kelas, jadinya puji Tuhan diambil pekerjaan ini,"" pungkasnya.",0.3829753
